Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE511, 1.4145E-009,   155.21, 4.99994E-010,    38.20,   0.831807,    71.78,          0,     0.00,   0.831807,    71.78, 1.4145E-009,   -24.79, 4.99994E-010,  -141.80,   0.831807,  -108.22,          0,     0.00,   0.831807,  -108.22
Line.LINE512, 4.72758E-012,  -161.78,   0.154208,  -168.24, 1.4559E-011,   -91.79,          0,     0.00,   0.154208,  -168.24, 4.72758E-012,    18.22,   0.154208,    11.76, 1.4559E-011,    88.21,          0,     0.00,   0.154208,    11.76
Line.LINE513,    3.85078,   -48.16,     6.8426,  -168.23,     2.7948,    71.77,          0,     0.00,     3.6321,  -153.69,    3.85078,   131.84,     6.8426,    11.77,     2.7948,  -108.23,          0,     0.00,     3.6321,    26.31
Line.LINE514, 2.4668E-009,    70.71, 8.04614E-009,    31.39, 8.76446E-009,  -106.99,          0,     0.00, 5.45043E-009,   -19.98, 2.4668E-009,  -109.29, 8.04614E-009,  -148.61, 8.76446E-009,    73.01,          0,     0.00, 5.45043E-009,   160.02
Line.LINE515, 1.134E-009,   153.72,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,   0.988474,   106.48, 1.134E-009,   -26.28,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,   0.988474,   -73.52
Line.LINE516, 3.25391E-011,  -116.57, 7.27596E-012,    90.00,          0,     0.00,          0,     0.00, 2.62338E-011,  -123.69, 3.25391E-011,    63.43, 7.27596E-012,   -90.00,          0,     0.00,          0,     0.00, 2.62338E-011,    56.31
Line.LINE517,    4.55272,   -48.16, 6.07027E-010,  -154.81, 9.54559E-010,    86.89,          0,     0.00,    4.55272,   -48.16,    4.55272,   131.84, 6.07027E-010,    25.19, 9.54559E-010,   -93.11,          0,     0.00,    4.55272,   131.84
Line.LINE518,   0.240216,   -48.16, 2.44206E-010,   -53.56, 4.69285E-010,    97.13,          0,     0.00,   0.240216,   -48.16,   0.240216,   131.84, 2.44206E-010,   126.44, 4.69285E-010,   -82.87,          0,     0.00,   0.240216,   131.84
Line.LINE519,    0.79784,   -48.17, 4.80358E-010,    39.51, 6.99098E-010,    92.39,          0,     0.00,    0.79784,   -48.17,    0.79784,   131.83, 4.80358E-010,  -140.49, 6.99098E-010,   -87.61,          0,     0.00,    0.79784,   131.83
Line.LINE520, 7.57203E-010,  -173.38, 3.60697E-010,    10.46,   0.831807,    71.78,          0,     0.00,   0.831807,    71.78, 7.57203E-010,     6.62, 3.60697E-010,  -169.54,   0.831807,  -108.22,          0,     0.00,   0.831807,  -108.22
Line.LINE521, 5.42013E-012,    99.66,   0.154208,  -168.24, 4.54747E-013,   180.00,          0,     0.00,   0.154208,  -168.24, 5.42013E-012,   -80.34,   0.154208,    11.76, 4.54747E-013,     0.00,          0,     0.00,   0.154208,    11.76
Line.LINE522,    3.85078,   -48.16,     6.8426,  -168.23,     2.7948,    71.77,          0,     0.00,     3.6321,  -153.69,    3.85078,   131.84,     6.8426,    11.77,     2.7948,  -108.23,          0,     0.00,     3.6321,    26.31
Line.LINE523, 3.86982E-009,    74.29, 7.9171E-009,    36.03,  8.33E-009,  -116.57,          0,     0.00, 3.83994E-009,    14.04, 3.86982E-009,  -105.71, 7.9171E-009,  -143.97,  8.33E-009,    63.43,          0,     0.00, 3.83994E-009,  -165.96
Line.LINE524, 9.6967E-010,   153.24,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,   0.988474,   106.48, 9.6967E-010,   -26.76,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,   0.988474,   -73.52
Line.LINE525, 1.81899E-011,     0.00, 4.88086E-011,    63.43, 1.16642E-010,    93.58,          0,     0.00, 1.63385E-010,    78.44, 1.81899E-011,   180.00, 4.88086E-011,  -116.57, 1.16642E-010,   -86.42,          0,     0.00, 1.63385E-010,  -101.56
Line.LINE526,    4.55272,   -48.16, 6.02022E-010,  -153.94, 9.47395E-010,    86.75,          0,     0.00,    4.55272,   -48.16,    4.55272,   131.84, 6.02022E-010,    26.06, 9.47395E-010,   -93.25,          0,     0.00,    4.55272,   131.84
Line.LINE527,   0.240216,   -48.16, 2.23817E-010,  -134.34, 7.03928E-010,    82.87,          0,     0.00,   0.240216,   -48.16,   0.240216,   131.84, 2.23817E-010,    45.66, 7.03928E-010,   -97.13,          0,     0.00,   0.240216,   131.84
Line.LINE528,    0.79784,   -48.17, 4.66187E-010,    42.15, 4.67703E-010,    95.36,          0,     0.00,    0.79784,   -48.17,    0.79784,   131.83, 4.66187E-010,  -137.85, 4.67703E-010,   -84.64,          0,     0.00,    0.79784,   131.83
Line.LINE529, 9.09552E-011,   171.37, 1.56362E-010,    39.78,   0.831807,    71.78,          0,     0.00,   0.831807,    71.78, 9.09552E-011,    -8.63, 1.56362E-010,  -140.22,   0.831807,  -108.22,          0,     0.00,   0.831807,  -108.22
Line.LINE530,    3.85078,   -48.16,     6.8426,  -168.23,     2.7948,    71.77,          0,     0.00,     3.6321,  -153.69,    3.85078,   131.84,     6.8426,    11.77,     2.7948,  -108.23,          0,     0.00,     3.6321,    26.31
Line.LINE531, 1.97563E-009,   135.00, 5.43549E-009,    43.26, 9.86719E-009,  -109.29,          0,     0.00, 4.24876E-009,   -99.46, 1.97563E-009,   -45.00, 5.43549E-009,  -136.74, 9.86719E-009,    70.71,          0,     0.00, 4.24876E-009,    80.54
Line.LINE532, 1.18136E-009,   154.46,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,   0.988474,   106.48, 1.18136E-009,   -25.54,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,   0.988474,   -73.52
Line.LINE533, 1.45519E-011,    90.00, 2.30086E-011,  -161.57, 3.25391E-011,  -116.57,          0,     0.00, 4.24258E-011,  -149.04, 1.45519E-011,   -90.00, 2.30086E-011,    18.43, 3.25391E-011,    63.43,          0,     0.00, 4.24258E-011,    30.96
Line.LINE534,    4.55272,   -48.16, 6.0948E-010,  -155.11, 9.18287E-010,    86.71,          0,     0.00,    4.55272,   -48.16,    4.55272,   131.84, 6.0948E-010,    24.89, 9.18287E-010,   -93.29,          0,     0.00,    4.55272,   131.84
Line.LINE535,   0.240216,   -48.16, 6.65135E-010,  -156.47, 4.65661E-010,    90.00,          0,     0.00,   0.240216,   -48.16,   0.240216,   131.84, 6.65135E-010,    23.53, 4.65661E-010,   -90.00,          0,     0.00,   0.240216,   131.84
Line.LINE536,    0.79784,   -48.17, 2.41087E-010,    45.17, 2.91606E-010,    93.58,          0,     0.00,    0.79784,   -48.17,    0.79784,   131.83, 2.41087E-010,  -134.83, 2.91606E-010,   -86.42,          0,     0.00,    0.79784,   131.83
Line.LINE537, 2.8648E-011,   -73.81, 1.25377E-011,    65.06,    0.12727,    71.78,          0,     0.00,    0.12727,    71.78, 2.8648E-011,   106.19, 1.25377E-011,  -114.94,    0.12727,  -108.22,          0,     0.00,    0.12727,  -108.22
Line.LINE538, 4.20932E-012,    92.13, 4.13926E-012,  -160.76,   0.704537,    71.78,          0,     0.00,   0.704537,    71.78, 4.20932E-012,   -87.87, 4.13926E-012,    19.24,   0.704537,  -108.22,          0,     0.00,   0.704537,  -108.22
Line.LINE539,    3.85078,   -48.16,     6.8426,  -168.23,     2.7948,    71.77,          0,     0.00,     3.6321,  -153.69,    3.85078,   131.84,     6.8426,    11.77,     2.7948,  -108.23,          0,     0.00,     3.6321,    26.31
Line.LINE540, 1.16415E-009,   126.87, 6.46917E-009,    30.26, 9.49766E-009,  -101.31,          0,     0.00, 5.94972E-009,   -59.42, 1.16415E-009,   -53.13, 6.46917E-009,  -149.74, 9.49766E-009,    78.69,          0,     0.00, 5.94972E-009,   120.58
Line.LINE541, 9.96594E-010,   155.87,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,   0.988474,   106.48, 9.96594E-010,   -24.13,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,   0.988474,   -73.52
Line.LINE542, 2.32944E-011,  -141.34, 2.32944E-011,  -141.34, 6.50781E-011,   116.57,          0,     0.00, 7.16599E-011,   156.04, 2.32944E-011,    38.66, 2.32944E-011,    38.66, 6.50781E-011,   -63.43,          0,     0.00, 7.16599E-011,   -23.96
Line.LINE543,    4.55272,   -48.16, 5.82052E-010,  -156.08, 8.46016E-010,    86.05,          0,     0.00,    4.55272,   -48.16,    4.55272,   131.84, 5.82052E-010,    23.92, 8.46016E-010,   -93.95,          0,     0.00,    4.55272,   131.84
Line.LINE544,   0.240216,   -48.16, 2.17122E-010,  -151.48, 1.16415E-010,    90.00,          0,     0.00,   0.240216,   -48.16,   0.240216,   131.84, 2.17122E-010,    28.52, 1.16415E-010,   -90.00,          0,     0.00,   0.240216,   131.84
Line.LINE545,    0.79784,   -48.17, 2.1933E-010,    47.79, 3.20658E-010,    93.25,          0,     0.00,    0.79784,   -48.17,    0.79784,   131.83, 2.1933E-010,  -132.21, 3.20658E-010,   -86.75,          0,     0.00,    0.79784,   131.83
Line.LINE546, 2.1646E-011,   -36.78, 4.55635E-012,    40.45,    0.12727,    71.78,          0,     0.00,    0.12727,    71.78, 2.1646E-011,   143.22, 4.55635E-012,  -139.55,    0.12727,  -108.22,          0,     0.00,    0.12727,  -108.22
Line.LINE547,    3.85078,   -48.16,     6.8426,  -168.23,     2.7948,    71.77,          0,     0.00,     3.6321,  -153.69,    3.85078,   131.84,     6.8426,    11.77,     2.7948,  -108.23,          0,     0.00,     3.6321,    26.31
Line.LINE548, 3.65366E-009,   149.35, 7.36367E-009,    39.23, 9.41742E-009,   -98.53,          0,     0.00, 3.0268E-009,   -67.38, 3.65366E-009,   -30.65, 7.36367E-009,  -140.77, 9.41742E-009,    81.47,          0,     0.00, 3.0268E-009,   112.62
Line.LINE549, 9.94069E-010,   153.48,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,   0.988474,   106.48, 9.94069E-010,   -26.52,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,   0.988474,   -73.52
Line.LINE550, 1.76592E-011,   -11.89, 1.99468E-011,   -65.77, 2.19035E-011,  -138.37,          0,     0.00, 3.74994E-011,   -75.96, 1.76592E-011,   168.11, 1.99468E-011,   114.23, 2.19035E-011,    41.63,          0,     0.00, 3.74994E-011,   104.04
Line.LINE551,   0.824532,   -48.16, 6.42667E-010,  -160.66, 7.01555E-010,    84.64,          0,     0.00,   0.824532,   -48.16,   0.824532,   131.84, 6.42667E-010,    19.34, 7.01555E-010,   -95.36,          0,     0.00,   0.824532,   131.84
Line.LINE552,    3.72819,   -48.16, 3.3251E-011,  -153.61, 1.46652E-011,    97.13,          0,     0.00,    3.72819,   -48.16,    3.72819,   131.84, 3.3251E-011,    26.39, 1.46652E-011,   -82.87,          0,     0.00,    3.72819,   131.84
Line.LINE553,   0.240216,   -48.16, 5.26727E-011,  -153.32, 2.33285E-010,   -93.58,          0,     0.00,   0.240216,   -48.16,   0.240216,   131.84, 5.26727E-011,    26.68, 2.33285E-010,    86.42,          0,     0.00,   0.240216,   131.84
Line.LINE554,    0.79784,   -48.17, 3.71804E-010,    16.48, 3.51964E-010,    97.13,          0,     0.00,    0.79784,   -48.17,    0.79784,   131.83, 3.71804E-010,  -163.52, 3.51964E-010,   -82.87,          0,     0.00,    0.79784,   131.83
Line.LINE555, 3.19046E-012,    62.98, 2.99256E-012,   -15.42,    0.12727,    71.78,          0,     0.00,    0.12727,    71.78, 3.19046E-012,  -117.02, 2.99256E-012,   164.58,    0.12727,  -108.22,          0,     0.00,    0.12727,  -108.22
Line.LINE556,    3.85078,   -48.16,     6.8426,  -168.23,     2.7948,    71.77,          0,     0.00,     3.6321,  -153.69,    3.85078,   131.84,     6.8426,    11.77,     2.7948,  -108.23,          0,     0.00,     3.6321,    26.31
Line.LINE557, 2.9451E-009,   108.43, 6.2475E-009,    26.57, 5.75991E-009,  -104.04,          0,     0.00, 3.25963E-009,     0.00, 2.9451E-009,   -71.57, 6.2475E-009,  -153.43, 5.75991E-009,    75.96,          0,     0.00, 3.25963E-009,   180.00
Line.LINE558, 1.08193E-009,   153.65,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,   0.988474,   106.48, 1.08193E-009,   -26.35,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,   0.988474,   -73.52
Line.LINE559, 2.47409E-011,  -162.90, 1.31169E-011,   146.31, 3.25391E-011,    63.43,          0,     0.00, 3.53184E-011,   124.51, 2.47409E-011,    17.10, 1.31169E-011,   -33.69, 3.25391E-011,  -116.57,          0,     0.00, 3.53184E-011,   -55.49
Line.LINE560,   0.824532,   -48.16, 7.15242E-010,  -142.75, 7.13489E-010,    78.23,          0,     0.00,   0.824532,   -48.16,   0.824532,   131.84, 7.15242E-010,    37.25, 7.13489E-010,  -101.77,          0,     0.00,   0.824532,   131.84
Line.LINE561,    3.72819,   -48.16, 7.99696E-012,  -165.17, 9.09495E-013,     0.00,          0,     0.00,    3.72819,   -48.16,    3.72819,   131.84, 7.99696E-012,    14.83, 9.09495E-013,   180.00,          0,     0.00,    3.72819,   131.84
Line.LINE562,   0.240216,   -48.16, 9.12372E-012,    60.72, 7.33258E-012,   -82.87,          0,     0.00,   0.240216,   -48.16,   0.240216,   131.84, 9.12372E-012,  -119.28, 7.33258E-012,    97.13,          0,     0.00,   0.240216,   131.84
Line.LINE563,    0.79784,   -48.17, 3.86466E-010,    14.17, 1.45519E-011,     0.00,          0,     0.00,    0.79784,   -48.17,    0.79784,   131.83, 3.86466E-010,  -165.83, 1.45519E-011,   180.00,          0,     0.00,    0.79784,   131.83
Line.LINE564,    3.85078,   -48.16,     6.8426,  -168.23,     2.7948,    71.77,          0,     0.00,     3.6321,  -153.69,    3.85078,   131.84,     6.8426,    11.77,     2.7948,  -108.23,          0,     0.00,     3.6321,    26.31
Line.LINE565, 6.58545E-010,   135.00, 5.20625E-010,  -116.57,          0,     0.00,          0,     0.00, 6.98492E-010,   180.00, 6.58545E-010,   -45.00, 5.20625E-010,    63.43,          0,     0.00,          0,     0.00, 6.98492E-010,     0.00
Line.LINE566, 2.43935E-010,  -107.35,   0.195085,  -168.27,    1.13658,    71.81,          0,     0.00,    1.05293,    81.05, 2.43935E-010,    72.65,   0.195085,    11.73,    1.13658,  -108.19,          0,     0.00,    1.05293,   -98.95
Line.LINE567, 2.32944E-010,    14.47, 1.59574E-010,  -114.23, 4.36557E-011,   180.00,          0,     0.00, 1.45519E-010,   -36.87, 2.32944E-010,  -165.53, 1.59574E-010,    65.77, 4.36557E-011,     0.00,          0,     0.00, 1.45519E-010,   143.13
Line.LINE568, 1.15544E-009,   146.77,   0.453677,  -168.27, 1.33168E-009,   -89.06,          0,     0.00,   0.453677,  -168.27, 1.15544E-009,   -33.23,   0.453677,    11.73, 1.33168E-009,    90.94,          0,     0.00,   0.453677,    11.73
Line.LINE569,   0.824532,   -48.16, 1.15825E-009,  -160.17, 9.3416E-010,    85.53,          0,     0.00,   0.824532,   -48.16,   0.824532,   131.84, 1.15825E-009,    19.83, 9.3416E-010,   -94.47,          0,     0.00,   0.824532,   131.84
Line.LINE570,    0.79784,   -48.17, 2.24151E-010,    58.44, 2.34643E-010,   -82.87,          0,     0.00,    0.79784,   -48.17,    0.79784,   131.83, 2.24151E-010,  -121.56, 2.34643E-010,    97.13,          0,     0.00,    0.79784,   131.83
Line.LINE571,    3.85078,   -48.16,     6.8426,  -168.23,     2.7948,    71.77,          0,     0.00,     3.6321,  -153.69,    3.85078,   131.84,     6.8426,    11.77,     2.7948,  -108.23,          0,     0.00,     3.6321,    26.31
Line.LINE572, 1.07369E-009,   147.17,   0.195085,  -168.27,    1.13658,    71.81,          0,     0.00,    1.05293,    81.05, 1.07369E-009,   -32.83,   0.195085,    11.73,    1.13658,  -108.19,          0,     0.00,    1.05293,   -98.95
Line.LINE573, 4.79993E-010,  -165.96, 5.82077E-011,     0.00, 4.69285E-010,    82.87,          0,     0.00, 4.93908E-010,   135.00, 4.79993E-010,    14.04, 5.82077E-011,   180.00, 4.69285E-010,   -97.13,          0,     0.00, 4.93908E-010,   -45.00
Line.LINE574, 1.26305E-009,   149.78,   0.453677,  -168.27, 1.16472E-009,   -88.21,          0,     0.00,   0.453677,  -168.27, 1.26305E-009,   -30.22,   0.453677,    11.73, 1.16472E-009,    91.79,          0,     0.00,   0.453677,    11.73
Line.LINE575,   0.824532,   -48.16, 3.90241E-010,  -178.93, 9.42623E-010,    81.12,          0,     0.00,   0.824532,   -48.16,   0.824532,   131.84, 3.90241E-010,     1.07, 9.42623E-010,   -98.88,          0,     0.00,   0.824532,   131.84
Line.LINE576,    0.79784,   -48.17, 4.75832E-010,    51.25, 4.65889E-010,   -88.21,          0,     0.00,    0.79784,   -48.17,    0.79784,   131.83, 4.75832E-010,  -128.75, 4.65889E-010,    91.79,          0,     0.00,    0.79784,   131.83
Line.LINE577,    3.85078,   -48.16,     6.8426,  -168.23,     2.7948,    71.77,          0,     0.00,     3.6321,  -153.69,    3.85078,   131.84,     6.8426,    11.77,     2.7948,  -108.23,          0,     0.00,     3.6321,    26.31
Line.LINE578, 9.82928E-011,   -38.99,   0.195085,  -168.27,    1.13658,    71.81,          0,     0.00,    1.05293,    81.05, 9.82928E-011,   141.01,   0.195085,    11.73,    1.13658,  -108.19,          0,     0.00,    1.05293,   -98.95
Line.LINE579, 4.23086E-011,    25.46, 6.55846E-012,  -146.31, 1.71603E-011,  -122.01,          0,     0.00, 2.36469E-011,     0.00, 4.23086E-011,  -154.54, 6.55846E-012,    33.69, 1.71603E-011,    57.99,          0,     0.00, 2.36469E-011,   180.00
Line.LINE580, 2.79533E-010,   141.34, 4.17762E-009,  -147.08, 3.26171E-009,    92.05,          0,     0.00, 4.01422E-009,   163.14, 2.79533E-010,   -38.66, 4.17762E-009,    32.92, 3.26171E-009,   -87.95,          0,     0.00, 4.01422E-009,   -16.86
Line.LINE581, 1.30353E-009,   145.10,   0.453677,  -168.27, 1.04837E-009,   -88.01,          0,     0.00,   0.453677,  -168.27, 1.30353E-009,   -34.90,   0.453677,    11.73, 1.04837E-009,    91.99,          0,     0.00,   0.453677,    11.73
Line.LINE582,   0.824532,   -48.16, 8.0692E-010,  -158.86, 9.35406E-010,    84.64,          0,     0.00,   0.824532,   -48.16,   0.824532,   131.84, 8.0692E-010,    21.14, 9.35406E-010,   -95.36,          0,     0.00,   0.824532,   131.84
Line.LINE583,    0.79784,   -48.17, 5.60627E-010,    27.85, 6.99098E-010,   -92.39,          0,     0.00,    0.79784,   -48.17,    0.79784,   131.83, 5.60627E-010,  -152.15, 6.99098E-010,    87.61,          0,     0.00,    0.79784,   131.83
Line.LINE584, 3.01589E-009,   -32.28,   0.131526,  -168.24, 1.01075E-009,    78.24,          0,     0.00,   0.131526,  -168.24, 3.01589E-009,   147.72,   0.131526,    11.76, 1.01075E-009,  -101.76,          0,     0.00,   0.131526,    11.76
Line.LINE585,    3.85078,   -48.16,    6.71108,  -168.23,     2.7948,    71.77,          0,     0.00,    3.50494,  -153.15,    3.85078,   131.84,    6.71108,    11.77,     2.7948,  -108.23,          0,     0.00,    3.50494,    26.85
Line.LINE586, 8.98699E-011,   -54.06,   0.195085,  -168.27,    1.13658,    71.81,          0,     0.00,    1.05293,    81.05, 8.98699E-011,   125.94,   0.195085,    11.73,    1.13658,  -108.19,          0,     0.00,    1.05293,   -98.95
Line.LINE587, 2.72848E-011,   126.87, 2.93303E-011,  -150.26, 2.93303E-011,    97.13,          0,     0.00, 5.82361E-011,   141.34, 2.72848E-011,   -53.13, 2.93303E-011,    29.74, 2.93303E-011,   -82.87,          0,     0.00, 5.82361E-011,   -38.66
Line.LINE588, 9.67456E-010,    74.29, 4.47859E-009,  -152.10, 3.72938E-009,    92.68,          0,     0.00, 4.6414E-009,   146.51, 9.67456E-010,  -105.71, 4.47859E-009,    27.90, 3.72938E-009,   -87.32,          0,     0.00, 4.6414E-009,   -33.49
Line.LINE589, 1.45863E-009,   147.06,   0.453677,  -168.27, 1.28059E-009,   -89.67,          0,     0.00,   0.453677,  -168.27, 1.45863E-009,   -32.94,   0.453677,    11.73, 1.28059E-009,    90.33,          0,     0.00,   0.453677,    11.73
Line.LINE590,   0.824532,   -48.16, 2.23106E-010,  -155.94, 4.65661E-010,    90.00,          0,     0.00,   0.824532,   -48.16,   0.824532,   131.84, 2.23106E-010,    24.06, 4.65661E-010,   -90.00,          0,     0.00,   0.824532,   131.84
Line.LINE591,    0.79784,   -48.17, 3.04196E-010,    29.36, 1.19998E-010,    75.96,          0,     0.00,    0.79784,   -48.17,    0.79784,   131.83, 3.04196E-010,  -150.64, 1.19998E-010,  -104.04,          0,     0.00,    0.79784,   131.83
Line.LINE592, 2.90848E-009,   -34.04,   0.131526,  -168.24, 1.07023E-009,    78.23,          0,     0.00,   0.131526,  -168.24, 2.90848E-009,   145.96,   0.131526,    11.76, 1.07023E-009,  -101.77,          0,     0.00,   0.131526,    11.76
Line.LINE593,    3.85078,   -48.16,    6.71108,  -168.23,     2.7948,    71.77,          0,     0.00,    3.50494,  -153.15,    3.85078,   131.84,    6.71108,    11.77,     2.7948,  -108.23,          0,     0.00,    3.50494,    26.85
Line.LINE594, 5.40824E-011,   -42.27,   0.195085,  -168.27, 3.45608E-011,     0.00,          0,     0.00,   0.195085,  -168.27, 5.40824E-011,   137.73,   0.195085,    11.73, 3.45608E-011,   180.00,          0,     0.00,   0.195085,    11.73
Line.LINE595, 1.23691E-010,   180.00, 2.18279E-011,   180.00,    1.13658,    71.81,          0,     0.00,    1.13658,    71.81, 1.23691E-010,     0.00, 2.18279E-011,     0.00,    1.13658,  -108.19,          0,     0.00,    1.13658,  -108.19
Line.LINE596, 1.53673E-009,    37.30, 4.91743E-009,  -163.50, 4.65807E-009,    88.57,          0,     0.00, 5.38161E-009,   128.85, 1.53673E-009,  -142.70, 4.91743E-009,    16.50, 4.65807E-009,   -91.43,          0,     0.00, 5.38161E-009,   -51.15
Line.LINE597, 1.37112E-009,   146.83,   0.453677,  -168.27, 1.20089E-009,   -88.61,          0,     0.00,   0.453677,  -168.27, 1.37112E-009,   -33.17,   0.453677,    11.73, 1.20089E-009,    91.39,          0,     0.00,   0.453677,    11.73
Line.LINE598,   0.824532,   -48.16, 6.69838E-011,  -145.23, 5.83212E-011,   -93.58,          0,     0.00,   0.824532,   -48.16,   0.824532,   131.84, 6.69838E-011,    34.77, 5.83212E-011,    86.42,          0,     0.00,   0.824532,   131.84
Line.LINE599,    0.79784,   -48.17, 1.87497E-011,    50.91, 2.35656E-010,   -81.12,          0,     0.00,    0.79784,   -48.17,    0.79784,   131.83, 1.87497E-011,  -129.09, 2.35656E-010,    98.88,          0,     0.00,    0.79784,   131.83
Line.LINE600, 2.91339E-009,   -35.23,   0.131526,  -168.24, 7.16599E-010,    77.09,          0,     0.00,   0.131526,  -168.24, 2.91339E-009,   144.77,   0.131526,    11.76, 7.16599E-010,  -102.91,          0,     0.00,   0.131526,    11.76
Line.LINE601, 5.15572E-012,   150.26, 6.10591E-012,     7.49,   0.254539,    71.78,          0,     0.00,   0.254539,    71.78, 5.15572E-012,   -29.74, 6.10591E-012,  -172.51,   0.254539,  -108.22,          0,     0.00,   0.254539,  -108.22
Line.LINE602,    3.85078,   -48.16,    6.71108,  -168.23,    2.54026,    71.77,          0,     0.00,    3.68953,  -150.36,    3.85078,   131.84,    6.71108,    11.77,    2.54026,  -108.23,          0,     0.00,    3.68953,    29.64
Line.LINE603, 3.97793E-011,   -10.54,   0.195085,  -168.27, 3.33922E-011,   -60.64,          0,     0.00,   0.195085,  -168.27, 3.97793E-011,   169.46,   0.195085,    11.73, 3.33922E-011,   119.36,          0,     0.00,   0.195085,    11.73
Line.LINE604, 1.70879E-011,   -25.20, 3.74994E-012,   -75.96, 5.45697E-012,     0.00,          0,     0.00, 2.44043E-011,   -26.57, 1.70879E-011,   154.80, 3.74994E-012,   104.04, 5.45697E-012,   180.00,          0,     0.00, 2.44043E-011,   153.43
Line.LINE605, 7.33258E-012,    29.74, 7.33258E-012,    29.74, 7.27596E-012,     0.00,          0,     0.00, 2.12907E-011,    19.98, 7.33258E-012,  -150.26, 7.33258E-012,  -150.26, 7.27596E-012,   180.00,          0,     0.00, 2.12907E-011,  -160.02
Line.LINE606, 1.41538E-011,   148.26, 1.02984E-011,    23.42,    1.13658,    71.81,          0,     0.00,    1.13658,    71.81, 1.41538E-011,   -31.74, 1.02984E-011,  -156.58,    1.13658,  -108.19,          0,     0.00,    1.13658,  -108.19
Line.LINE607, 1.86915E-012,    61.88, 2.29425E-012,    48.01, 2.27374E-013,     0.00,          0,     0.00, 4.27017E-012,    51.76, 1.86915E-012,  -118.12, 2.29425E-012,  -131.99, 2.27374E-013,   180.00,          0,     0.00, 4.27017E-012,  -128.24
Line.LINE608, 2.39307E-009,   103.36, 2.9868E-009,  -146.93, 3.27829E-009,    83.88,          0,     0.00, 4.79507E-009,   124.37, 2.39307E-009,   -76.64, 2.9868E-009,    33.07, 3.27829E-009,   -96.12,          0,     0.00, 4.79507E-009,   -55.63
Line.LINE609, 1.39173E-009,   146.58,   0.453677,  -168.27, 1.19349E-009,   -88.86,          0,     0.00,   0.453677,  -168.27, 1.39173E-009,   -33.42,   0.453677,    11.73, 1.19349E-009,    91.14,          0,     0.00,   0.453677,    11.73
Line.LINE610,   0.824532,   -48.16, 9.14385E-012,     4.99, 9.09495E-013,   180.00,          0,     0.00,   0.824532,   -48.16,   0.824532,   131.84, 9.14385E-012,  -175.01, 9.09495E-013,     0.00,          0,     0.00,   0.824532,   131.84
Line.LINE611,    0.79784,   -48.17, 5.62636E-010,    29.86, 2.33285E-010,   -93.58,          0,     0.00,    0.79784,   -48.17,    0.79784,   131.83, 5.62636E-010,  -150.14, 2.33285E-010,    86.42,          0,     0.00,    0.79784,   131.83
Line.LINE612, 3.10743E-009,   -31.63,   0.131526,  -168.24, 1.16996E-009,    84.29,          0,     0.00,   0.131526,  -168.24, 3.10743E-009,   148.37,   0.131526,    11.76, 1.16996E-009,   -95.71,          0,     0.00,   0.131526,    11.76
Line.LINE613, 7.58781E-012,    45.99, 1.11166E-011,     8.82,   0.254539,    71.78,          0,     0.00,   0.254539,    71.78, 7.58781E-012,  -134.01, 1.11166E-011,  -171.18,   0.254539,  -108.22,          0,     0.00,   0.254539,  -108.22
Line.LINE614,    3.85078,   -48.16,    6.71108,  -168.23,    2.54026,    71.77,          0,     0.00,    3.68953,  -150.36,    3.85078,   131.84,    6.71108,    11.77,    2.54026,  -108.23,          0,     0.00,    3.68953,    29.64
Line.LINE615, 2.30086E-011,   -18.43,   0.195085,  -168.27, 2.92314E-011,    95.36,          0,     0.00,   0.195085,  -168.27, 2.30086E-011,   161.57,   0.195085,    11.73, 2.92314E-011,   -84.64,          0,     0.00,   0.195085,    11.73
Line.LINE616, 2.36469E-011,   180.00, 1.46652E-011,    29.74, 7.27596E-012,     0.00,          0,     0.00, 8.13477E-012,   116.57, 2.36469E-011,     0.00, 1.46652E-011,  -150.26, 7.27596E-012,   180.00,          0,     0.00, 8.13477E-012,   -63.43
Line.LINE617, 2.36469E-011,   180.00, 1.46652E-011,    29.74, 7.27596E-012,     0.00,          0,     0.00, 8.13477E-012,   116.57, 2.36469E-011,     0.00, 1.46652E-011,  -150.26, 7.27596E-012,   180.00,          0,     0.00, 8.13477E-012,   -63.43
Line.LINE618, 5.75727E-012,   -39.19, 9.99168E-012,  -117.44,    1.13658,    71.81,          0,     0.00,    1.13658,    71.81, 5.75727E-012,   140.81, 9.99168E-012,    62.56,    1.13658,  -108.19,          0,     0.00,    1.13658,  -108.19
