Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE347,   0.204244,   -48.19, 2.93594E-010,  -135.56, 7.02271E-010,   -95.95,          0,     0.00,   0.204244,   -48.19,   0.204244,   131.81, 2.93594E-010,    44.44, 7.02271E-010,    84.05,          0,     0.00,   0.204244,   131.81
Line.LINE348,   0.231417,   -48.18, 6.28583E-012,   -73.45, 1.45519E-011,    90.00,          0,     0.00,   0.231417,   -48.18,   0.231417,   131.82, 6.28583E-012,   106.55, 1.45519E-011,   -90.00,          0,     0.00,   0.231417,   131.82
Line.LINE349,   0.245029,   -48.18, 3.26026E-010,    14.21, 4.6657E-010,   -93.58,          0,     0.00,   0.245029,   -48.18,   0.245029,   131.82, 3.26026E-010,  -165.79, 4.6657E-010,    86.42,          0,     0.00,   0.245029,   131.82
Line.LINE350, 7.01495E-010,   -32.64,    2.73964,  -168.24, 1.52038E-009,    95.49,          0,     0.00,    2.73964,  -168.24, 7.01495E-010,   147.36,    2.73964,    11.76, 1.52038E-009,   -84.51,          0,     0.00,    2.73964,    11.76
Line.LINE351,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE352,    3.85078,   -48.16,    6.99681,  -168.23,    3.87207,    71.78,          0,     0.00,    3.13168,  -168.62,    3.85078,   131.84,    6.99681,    11.77,    3.87207,  -108.22,          0,     0.00,    3.13168,    11.38
Line.LINE353,   0.204244,   -48.19, 7.16673E-010,  -153.47, 1.1686E-009,   -95.00,          0,     0.00,   0.204244,   -48.19,   0.204244,   131.81, 7.16673E-010,    26.53, 1.1686E-009,    85.00,          0,     0.00,   0.204244,   131.81
Line.LINE354,   0.245029,   -48.18, 6.36403E-011,   -76.36, 2.36888E-010,   -79.38,          0,     0.00,   0.245029,   -48.18,   0.245029,   131.82, 6.36403E-011,   103.64, 2.36888E-010,   100.62,          0,     0.00,   0.245029,   131.82
Line.LINE355, 7.08806E-010,   -50.81,    2.73964,  -168.24, 1.86724E-009,    94.02,          0,     0.00,    2.73964,  -168.24, 7.08806E-010,   129.19,    2.73964,    11.76, 1.86724E-009,   -85.98,          0,     0.00,    2.73964,    11.76
Line.LINE356,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE357,    3.85078,   -48.16,    6.99681,  -168.23,    3.87207,    71.78,          0,     0.00,    3.13168,  -168.62,    3.85078,   131.84,    6.99681,    11.77,    3.87207,  -108.22,          0,     0.00,    3.13168,    11.38
Line.LINE358,   0.204244,   -48.19, 4.44877E-010,  -178.59, 7.13489E-010,  -101.77,          0,     0.00,   0.204244,   -48.19,   0.204244,   131.81, 4.44877E-010,     1.41, 7.13489E-010,    78.23,          0,     0.00,   0.204244,   131.81
Line.LINE359,   0.245029,   -48.18, 1.37632E-010,   172.41, 6.98643E-010,   -88.81,          0,     0.00,   0.245029,   -48.18,   0.245029,   131.82, 1.37632E-010,    -7.59, 6.98643E-010,    91.19,          0,     0.00,   0.245029,   131.82
Line.LINE360, 3.86414E-010,  -138.05,    2.73964,  -168.24, 1.40786E-009,    97.13,          0,     0.00,    2.73964,  -168.24, 3.86414E-010,    41.95,    2.73964,    11.76, 1.40786E-009,   -82.87,          0,     0.00,    2.73964,    11.76
Line.LINE361,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE362,    3.85078,   -48.16,    6.99681,  -168.23,    3.87207,    71.78,          0,     0.00,    3.13168,  -168.62,    3.85078,   131.84,    6.99681,    11.77,    3.87207,  -108.22,          0,     0.00,    3.13168,    11.38
Line.LINE363,   0.204244,   -48.19, 8.47774E-010,   179.02, 4.69285E-010,   -97.13,          0,     0.00,   0.204244,   -48.19,   0.204244,   131.81, 8.47774E-010,    -0.98, 4.69285E-010,    82.87,          0,     0.00,   0.204244,   131.81
Line.LINE364,   0.245029,   -48.18, 1.66366E-010,  -125.99, 2.43935E-010,    72.65,          0,     0.00,   0.245029,   -48.18,   0.245029,   131.82, 1.66366E-010,    54.01, 2.43935E-010,  -107.35,          0,     0.00,   0.245029,   131.82
Line.LINE365, 1.0583E-010,  -155.64,    2.73964,  -168.24, 1.40183E-009,    94.76,          0,     0.00,    2.73964,  -168.24, 1.0583E-010,    24.36,    2.73964,    11.76, 1.40183E-009,   -85.24,          0,     0.00,    2.73964,    11.76
Line.LINE366,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE367,    3.85078,   -48.16,    6.99681,  -168.23,    3.87207,    71.78,          0,     0.00,    3.13168,  -168.62,    3.85078,   131.84,    6.99681,    11.77,    3.87207,  -108.22,          0,     0.00,    3.13168,    11.38
Line.LINE368,   0.204244,   -48.19, 6.89971E-010,    71.64, 9.35406E-010,   -95.36,          0,     0.00,   0.204244,   -48.19,   0.204244,   131.81, 6.89971E-010,  -108.36, 9.35406E-010,    84.64,          0,     0.00,   0.204244,   131.81
Line.LINE369,   0.245029,   -48.18, 3.58097E-011,  -162.26, 4.65889E-010,   -91.79,          0,     0.00,   0.245029,   -48.18,   0.245029,   131.82, 3.58097E-011,    17.74, 4.65889E-010,    88.21,          0,     0.00,   0.245029,   131.82
Line.LINE370, 4.91974E-010,   -15.00,    2.73964,  -168.24, 2.60313E-010,   116.57,          0,     0.00,    2.73964,  -168.24, 4.91974E-010,   165.00,    2.73964,    11.76, 2.60313E-010,   -63.43,          0,     0.00,    2.73964,    11.76
Line.LINE371,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE372,    3.85078,   -48.16,    6.99681,  -168.23,    3.87207,    71.78,          0,     0.00,    3.13168,  -168.62,    3.85078,   131.84,    6.99681,    11.77,    3.87207,  -108.22,          0,     0.00,    3.13168,    11.38
Line.LINE373,   0.204244,   -48.19, 2.65314E-010,    32.33, 4.67703E-010,   -95.36,          0,     0.00,   0.204244,   -48.19,   0.204244,   131.81, 2.65314E-010,  -147.67, 4.67703E-010,    84.64,          0,     0.00,   0.204244,   131.81
Line.LINE374,   0.245029,   -48.18, 1.02789E-010,    -1.01, 1.19998E-010,    75.96,          0,     0.00,   0.245029,   -48.18,   0.245029,   131.82, 1.02789E-010,   178.99, 1.19998E-010,  -104.04,          0,     0.00,   0.245029,   131.82
Line.LINE375, 4.1153E-010,   -69.56,    2.73964,  -168.24, 2.48663E-010,   110.56,          0,     0.00,    2.73964,  -168.24, 4.1153E-010,   110.44,    2.73964,    11.76, 2.48663E-010,   -69.44,          0,     0.00,    2.73964,    11.76
Line.LINE376,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE377,    3.85078,   -48.16,    6.99681,  -168.23,     3.6266,    71.78,          0,     0.00,     3.2599,  -164.87,    3.85078,   131.84,    6.99681,    11.77,     3.6266,  -108.22,          0,     0.00,     3.2599,    15.13
Line.LINE378, 1.64322E-010,   157.20, 7.31029E-010,  -147.49,   0.245466,    71.78,          0,     0.00,   0.245466,    71.78, 1.64322E-010,   -22.80, 7.31029E-010,    32.51,   0.245466,  -108.22,          0,     0.00,   0.245466,  -108.22
Line.LINE379,   0.204244,   -48.19, 3.35066E-011,  -172.20, 3.63798E-012,   180.00,          0,     0.00,   0.204244,   -48.19,   0.204244,   131.81, 3.35066E-011,     7.80, 3.63798E-012,     0.00,          0,     0.00,   0.204244,   131.81
Line.LINE380,   0.245029,   -48.18, 1.90459E-011,     8.93,          0,     0.00,          0,     0.00,   0.245029,   -48.18,   0.245029,   131.82, 1.90459E-011,  -171.07,          0,     0.00,          0,     0.00,   0.245029,   131.82
Line.LINE381, 2.99412E-010,    47.83,    2.73964,  -168.24, 2.33285E-010,   -93.58,          0,     0.00,    2.73964,  -168.24, 2.99412E-010,  -132.17,    2.73964,    11.76, 2.33285E-010,    86.42,          0,     0.00,    2.73964,    11.76
Line.LINE382,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE383,    3.85078,   -48.16,    6.99681,  -168.23,     3.6266,    71.78,          0,     0.00,     3.2599,  -164.87,    3.85078,   131.84,    6.99681,    11.77,     3.6266,  -108.22,          0,     0.00,     3.2599,    15.13
Line.LINE384, 3.09205E-010,   146.04, 1.89257E-010,  -138.13,   0.245466,    71.78,          0,     0.00,   0.245466,    71.78, 3.09205E-010,   -33.96, 1.89257E-010,    41.87,   0.245466,  -108.22,          0,     0.00,   0.245466,  -108.22
Line.LINE385, 1.19603E-010,   -51.91, 5.61018E-010,  -152.90, 2.6894E-010,  -120.03,          0,     0.00, 8.08221E-010,  -133.88, 1.19603E-010,   128.09, 5.61018E-010,    27.10, 2.6894E-010,    59.97,          0,     0.00, 8.08221E-010,    46.12
Line.LINE386,   0.204244,   -48.19, 1.47093E-011,     9.79, 1.81899E-012,     0.00,          0,     0.00,   0.204244,   -48.19,   0.204244,   131.81, 1.47093E-011,  -170.21, 1.81899E-012,   180.00,          0,     0.00,   0.204244,   131.81
Line.LINE387,   0.245029,   -48.18, 3.45309E-012,  -124.61, 7.29015E-012,   -86.42,          0,     0.00,   0.245029,   -48.18,   0.245029,   131.82, 3.45309E-012,    55.39, 7.29015E-012,    93.58,          0,     0.00,   0.245029,   131.82
Line.LINE388, 5.40252E-010,   179.61,    2.73964,  -168.24, 2.91038E-011,     0.00,          0,     0.00,    2.73964,  -168.24, 5.40252E-010,    -0.39,    2.73964,    11.76, 2.91038E-011,   180.00,          0,     0.00,    2.73964,    11.76
Line.LINE389,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE390,    3.85078,   -48.16,    6.99681,  -168.23,     3.6266,    71.78,          0,     0.00,     3.2599,  -164.87,    3.85078,   131.84,    6.99681,    11.77,     3.6266,  -108.22,          0,     0.00,     3.2599,    15.13
Line.LINE391, 2.96947E-010,   146.04, 1.84629E-010,  -137.51,   0.245466,    71.78,          0,     0.00,   0.245466,    71.78, 2.96947E-010,   -33.96, 1.84629E-010,    42.49,   0.245466,  -108.22,          0,     0.00,   0.245466,  -108.22
Line.LINE392, 1.43958E-010,   -47.26, 6.00442E-010,  -150.77, 2.77567E-010,  -118.58,          0,     0.00, 8.51818E-010,  -131.02, 1.43958E-010,   132.74, 6.00442E-010,    29.23, 2.77567E-010,    61.42,          0,     0.00, 8.51818E-010,    48.98
Line.LINE393, 4.23135E-010,  -165.05,    2.73964,  -168.24, 1.45519E-011,   180.00,          0,     0.00,    2.73964,  -168.24, 4.23135E-010,    14.95,    2.73964,    11.76, 1.45519E-011,     0.00,          0,     0.00,    2.73964,    11.76
Line.LINE394,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE395, 2.10217E-009,   147.42, 3.76793E-010,    30.70,   0.831807,    71.78,          0,     0.00,   0.831807,    71.78, 2.10217E-009,   -32.58, 3.76793E-010,  -149.30,   0.831807,  -108.22,          0,     0.00,   0.831807,  -108.22
Line.LINE396,    3.85078,   -48.16,    6.99681,  -168.23,     2.7948,    71.77,          0,     0.00,    3.78156,  -154.28,    3.85078,   131.84,    6.99681,    11.77,     2.7948,  -108.23,          0,     0.00,    3.78156,    25.72
Line.LINE397, 1.89278E-010,   136.22, 1.00398E-010,  -115.06,   0.245466,    71.78,          0,     0.00,   0.245466,    71.78, 1.89278E-010,   -43.78, 1.00398E-010,    64.94,   0.245466,  -108.22,          0,     0.00,   0.245466,  -108.22
Line.LINE398, 2.30704E-010,   -57.11, 6.82136E-010,  -161.74, 3.75611E-010,  -111.60,          0,     0.00, 1.00458E-009,  -131.13, 2.30704E-010,   122.89, 6.82136E-010,    18.26, 3.75611E-010,    68.40,          0,     0.00, 1.00458E-009,    48.87
Line.LINE399, 9.76951E-011,  -178.40,    2.73964,  -168.24, 7.27596E-012,     0.00,          0,     0.00,    2.73964,  -168.24, 9.76951E-011,     1.60,    2.73964,    11.76, 7.27596E-012,   180.00,          0,     0.00,    2.73964,    11.76
Line.LINE400,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE401, 1.97015E-009,   148.96, 4.00684E-010,    41.69,   0.831807,    71.78,          0,     0.00,   0.831807,    71.78, 1.97015E-009,   -31.04, 4.00684E-010,  -138.31,   0.831807,  -108.22,          0,     0.00,   0.831807,  -108.22
Line.LINE402,    3.85078,   -48.16,    6.99681,  -168.23,     2.7948,    71.77,          0,     0.00,    3.78156,  -154.28,    3.85078,   131.84,    6.99681,    11.77,     2.7948,  -108.23,          0,     0.00,    3.78156,    25.72
Line.LINE403, 2.66719E-010,   116.70, 6.92427E-011,    86.61,   0.245466,    71.78,          0,     0.00,   0.245466,    71.78, 2.66719E-010,   -63.30, 6.92427E-011,   -93.39,   0.245466,  -108.22,          0,     0.00,   0.245466,  -108.22
Line.LINE404, 1.07332E-010,  -123.86, 6.49513E-010,  -164.90, 4.76672E-010,  -102.34,          0,     0.00, 1.07063E-009,  -137.45, 1.07332E-010,    56.14, 6.49513E-010,    15.10, 4.76672E-010,    77.66,          0,     0.00, 1.07063E-009,    42.55
Line.LINE405, 1.72502E-011,    81.33,    2.73964,  -168.24, 1.46652E-011,    82.87,          0,     0.00,    2.73964,  -168.24, 1.72502E-011,   -98.67,    2.73964,    11.76, 1.46652E-011,   -97.13,          0,     0.00,    2.73964,    11.76
Line.LINE406,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE407, 2.33128E-009,   149.78, 3.74647E-010,    23.76,   0.831807,    71.78,          0,     0.00,   0.831807,    71.78, 2.33128E-009,   -30.22, 3.74647E-010,  -156.24,   0.831807,  -108.22,          0,     0.00,   0.831807,  -108.22
Line.LINE408,    3.85078,   -48.16,    6.99681,  -168.23,     2.7948,    71.77,          0,     0.00,    3.78156,  -154.28,    3.85078,   131.84,    6.99681,    11.77,     2.7948,  -108.23,          0,     0.00,    3.78156,    25.72
Line.LINE409, 1.78606E-008,   154.52, 1.27294E-008,    10.54, 1.53673E-009,    37.30,          0,     0.00, 1.12002E-008,   102.30, 1.78606E-008,   -25.48, 1.27294E-008,  -169.46, 1.53673E-009,  -142.70,          0,     0.00, 1.12002E-008,   -77.70
Line.LINE410, 4.79241E-010,   157.69, 2.75622E-010,  -154.60,   0.245466,    71.78,          0,     0.00,   0.245466,    71.78, 4.79241E-010,   -22.31, 2.75622E-010,    25.40,   0.245466,  -108.22,          0,     0.00,   0.245466,  -108.22
Line.LINE411, 4.57285E-010,  -175.89, 3.97078E-010,  -107.67, 1.60071E-010,   180.00,          0,     0.00, 8.43629E-010,  -150.84, 4.57285E-010,     4.11, 3.97078E-010,    72.33, 1.60071E-010,     0.00,          0,     0.00, 8.43629E-010,    29.16
Line.LINE412,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE413, 1.72779E-009,   146.08, 2.01769E-010,    30.32,   0.831807,    71.78,          0,     0.00,   0.831807,    71.78, 1.72779E-009,   -33.92, 2.01769E-010,  -149.68,   0.831807,  -108.22,          0,     0.00,   0.831807,  -108.22
Line.LINE414,    3.85078,   -48.16,    6.99681,  -168.23,     2.7948,    71.77,          0,     0.00,    3.78156,  -154.28,    3.85078,   131.84,    6.99681,    11.77,     2.7948,  -108.23,          0,     0.00,    3.78156,    25.72
Line.LINE415, 1.69503E-008,   159.08, 1.25389E-008,    12.88, 1.31709E-009,   -45.00,          0,     0.00, 8.3568E-009,   108.69, 1.69503E-008,   -20.92, 1.25389E-008,  -167.12, 1.31709E-009,   135.00,          0,     0.00, 8.3568E-009,   -71.31
Line.LINE416, 3.42315E-010,   141.36, 1.90173E-010,  -141.38,   0.245466,    71.78,          0,     0.00,   0.245466,    71.78, 3.42315E-010,   -38.64, 1.90173E-010,    38.62,   0.245466,  -108.22,          0,     0.00,   0.245466,  -108.22
Line.LINE417, 1.34897E-010,   -44.52, 3.89827E-010,  -141.30, 3.75611E-010,  -111.60,          0,     0.00, 7.69857E-010,  -116.73, 1.34897E-010,   135.48, 3.89827E-010,    38.70, 3.75611E-010,    68.40,          0,     0.00, 7.69857E-010,    63.27
Line.LINE418,     5.8174,   -48.16,   0.648761,  -168.27,    1.13658,    71.81,          0,     0.00,    4.94235,   -43.25,     5.8174,   131.84,   0.648761,    11.73,    1.13658,  -108.19,          0,     0.00,    4.94235,   136.75
Line.LINE419, 1.94603E-009,   148.75, 5.29214E-010,    34.55,   0.831807,    71.78,          0,     0.00,   0.831807,    71.78, 1.94603E-009,   -31.25, 5.29214E-010,  -145.45,   0.831807,  -108.22,          0,     0.00,   0.831807,  -108.22
Line.LINE420,    3.85078,   -48.16,    6.99681,  -168.23,     2.7948,    71.77,          0,     0.00,    3.78156,  -154.28,    3.85078,   131.84,    6.99681,    11.77,     2.7948,  -108.23,          0,     0.00,    3.78156,    25.72
